Species;Year;Abundance;X;Y
Triturus marmoratus;2015;1;357889;6815090
Triturus marmoratus;2015;1;357889;6815090
Hyla arborea;2015;1;358611;6808036
Hyla arborea;2015;1;358987;6809721
Ichthyosaura alpestris;2015;1;358251;6807853
Ichthyosaura alpestris;2015;1;358987;6809721
Lissotriton helveticus;2015;1;358594;6808056
Lissotriton helveticus;2015;1;358611;6808036
Lissotriton helveticus;2015;1;358251;6807853
Lissotriton helveticus;2015;1;360807;6808481
Lissotriton helveticus;2015;1;361022;6808326
Lissotriton helveticus;2015;1;361022;6808326
Lissotriton helveticus;2015;1;358404;6809444
Lissotriton helveticus;2015;1;358726;6809870
Lissotriton helveticus;2015;1;358726;6809870
Lissotriton helveticus;2015;1;358987;6809721
Pelophylax spp.;2015;1;341119;6807685
Pelophylax spp.;2015;1;341343;6807512
Pelophylax spp.;2015;1;341435;6807441
Pelophylax spp.;2015;1;341925;6807257
Pelophylax spp.;2015;1;342480;6807767
Pelophylax spp.;2015;1;358594;6808056
Pelophylax spp.;2015;1;358594;6808056
Pelophylax spp.;2015;1;358594;6808056
Pelophylax spp.;2015;1;358611;6808036
Pelophylax spp.;2015;1;358611;6808036
Pelophylax spp.;2015;1;358611;6808036
Pelophylax spp.;2015;1;358440;6807912
Pelophylax spp.;2015;1;358251;6807851
Pelophylax spp.;2015;1;358251;6807851
Pelophylax spp.;2015;1;357962;6808273
Pelophylax spp.;2015;1;358023;6807927
Pelophylax spp.;2015;1;358023;6807927
Pelophylax spp.;2015;1;360807;6808481
Pelophylax spp.;2015;1;361022;6808326
Pelophylax spp.;2015;1;357250;6808412
Pelophylax spp.;2015;1;358404;6809444
Pelophylax spp.;2015;1;358726;6809870
Pelophylax spp.;2015;1;358726;6809870
Pelophylax spp.;2015;1;358987;6809721
Pelophylax spp.;2015;1;358987;6809721
Pelophylax spp.;2015;1;358886;6810061
Pelophylax spp.;2015;1;358886;6810061
Pelophylax spp.;2015;1;358886;6810061
Pelophylax spp.;2015;1;360330;6809771
Pelophylax spp.;2015;1;160738;6842741
Rana dalmatina;2015;1;358251;6807851
Rana dalmatina;2015;1;361022;6808326
Rana dalmatina;2015;1;358726;6809870
Pelodytes punctatus;2015;1;378492;6757428
Pelodytes punctatus;2015;1;378888;6757565
Pelophylax spp.;2015;1;381909;6752597
Pelophylax spp.;2015;1;206267;6838479
Rana dalmatina;2015;1;206847;6850223
Rana temporaria;2015;1;199853;6838464
Rana temporaria;2015;1;381563;6751915
Rana temporaria;2015;1;382040;6751526
Rana temporaria;2015;1;381796;6752505
Salamandra salamandra;2015;1;381629;6751804
Salamandra salamandra;2015;1;246672;6811409
Alytes obstetricans;2015;1;381620;6751897
Bufo spinosus;2015;1;298221;6847489
Bufo spinosus;2015;1;242161;6804083
Hyla arborea;2015;1;233845;6745899
Hyla arborea;2015;1;338928;6755886
Hyla arborea;2015;1;339714;6755456
Pelophylax spp.;2015;1;201313;6827439
Rana dalmatina;2015;1;233845;6745899
Alytes obstetricans;2015;1;244896;6820759
Alytes obstetricans;2015;1;233863;6810434
Pelophylax spp.;2015;1;345598;6804809
Pelophylax spp.;2015;1;345792;6806241
Pelophylax spp.;2015;1;345808;6806268
Pelophylax spp.;2015;1;345801;6806311
Pelophylax spp.;2015;1;295836;6833415
Ichthyosaura alpestris;2015;1;347303;6806562
Lissotriton helveticus;2015;1;347297;6806566
Pelophylax spp.;2015;1;347653;6804427
Pelophylax spp.;2015;1;346401;6805032
Pelophylax spp.;2015;1;347333;6806396
Pelophylax spp.;2015;1;347348;6806522
Pelophylax spp.;2015;1;347298;6806565
Pelophylax spp.;2015;1;242680;6752945
Pelophylax spp.;2015;1;242658;6753342
Pelophylax spp.;2015;1;240947;6754227
Triturus marmoratus;2015;1;347299;6806564
Ichthyosaura alpestris;2015;1;361917;6801474
Ichthyosaura alpestris;2015;1;357787;6799545
Lissotriton helveticus;2015;1;359728;6802108
Lissotriton helveticus;2015;1;361917;6801474
Lissotriton helveticus;2015;1;361917;6801474
Lissotriton helveticus;2015;1;362921;6802350
Lissotriton helveticus;2015;1;357787;6799545
Pelophylax spp.;2015;1;345311;6799391
Pelophylax spp.;2015;1;347308;6800922
Pelophylax spp.;2015;1;347314;6800890
Pelophylax spp.;2015;1;347312;6800830
Pelophylax spp.;2015;1;348583;6801642
Pelophylax spp.;2015;1;359741;6802105
Pelophylax spp.;2015;1;361951;6801354
Pelophylax spp.;2015;1;361917;6801474
Pelophylax spp.;2015;1;362906;6802520
Pelophylax spp.;2015;1;362909;6802406
Pelophylax spp.;2015;1;362921;6802350
Pelophylax spp.;2015;1;357787;6799545
Pelophylax spp.;2015;1;357787;6799545
Pelophylax spp.;2015;1;288692;6800610
Rana dalmatina;2015;1;362921;6802350
Rana dalmatina;2015;1;357787;6799545
Triturus marmoratus;2015;1;361917;6801474
Bufo spinosus;2015;1;376196;6797921
Bufo spinosus;2015;1;375256;6798468
Bufo spinosus;2015;1;375599;6798146
Bufo spinosus;2015;1;177679;6827653
Bufo spinosus;2015;1;235904;6766189
Hyla arborea;2015;1;374924;6799071
Hyla arborea;2015;1;344210;6758725
Ichthyosaura alpestris;2015;1;374583;6799143
Ichthyosaura alpestris;2015;1;374924;6799071
Ichthyosaura alpestris;2015;1;373766;6797746
Ichthyosaura alpestris;2015;1;376129;6797728
Ichthyosaura alpestris;2015;1;375463;6798254
Lissotriton helveticus;2015;1;374583;6799143
Lissotriton helveticus;2015;1;374924;6799071
Lissotriton helveticus;2015;1;373766;6797746
Lissotriton helveticus;2015;1;373766;6797746
Lissotriton helveticus;2015;1;373995;6797947
Lissotriton helveticus;2015;1;374102;6797937
Lissotriton helveticus;2015;1;376129;6797728
Lissotriton helveticus;2015;1;375463;6798254
Lissotriton helveticus;2015;1;344210;6758725
Pelophylax spp.;2015;1;353798;6803874
Pelophylax spp.;2015;1;353762;6803897
Pelophylax spp.;2015;1;351603;6804446
Pelophylax spp.;2015;1;351780;6804474
Pelophylax spp.;2015;1;374583;6799143
Pelophylax spp.;2015;1;374547;6799173
Pelophylax spp.;2015;1;374925;6799071
Pelophylax spp.;2015;1;373766;6797746
Pelophylax spp.;2015;1;373995;6797947
Pelophylax spp.;2015;1;374102;6797937
Pelophylax spp.;2015;1;344210;6758725
Rana dalmatina;2015;1;353762;6803897
Rana dalmatina;2015;1;374583;6799143
Rana dalmatina;2015;1;374925;6799071
Rana dalmatina;2015;1;373766;6797746
Rana dalmatina;2015;1;373776;6797817
Rana dalmatina;2015;1;374102;6797937
Rana dalmatina;2015;1;376129;6797728
Rana dalmatina;2015;1;344210;6758725
Triturus marmoratus;2015;1;373766;6797746
Triturus marmoratus;2015;1;376129;6797728
Triturus marmoratus;2015;1;344813;6759318
Lissotriton helveticus;2015;1;360198;6781258
Lissotriton helveticus;2015;1;359728;6780340
Lissotriton helveticus;2015;1;359728;6780340
Pelophylax spp.;2015;1;360198;6781258
Pelophylax spp.;2015;1;359728;6780340
Pelophylax spp.;2015;1;359728;6780340
Pelophylax spp.;2015;1;362076;6778495
Pelophylax spp.;2015;1;362402;6778601
Rana dalmatina;2015;1;360198;6781258
Triturus marmoratus;2015;1;176117;6835420
Pelophylax spp.;2015;1;356632;6776126
Pelophylax spp.;2015;1;202475;6773377
Pelophylax spp.;2015;1;232862;6710732
Pelophylax spp.;2015;1;229533;6715305
Bufo spinosus;2015;1;154822;6862596
Hyla arborea;2015;1;238852;6744629
Ichthyosaura alpestris;2015;1;367848;6792336
Lissotriton helveticus;2015;1;369075;6787907
Lissotriton helveticus;2015;1;367848;6792336
Lissotriton helveticus;2015;1;367848;6792336
Pelophylax spp.;2015;1;369926;6786504
Pelophylax spp.;2015;1;369080;6787907
Pelophylax spp.;2015;1;367002;6792201
Pelophylax spp.;2015;1;367262;6792411
Pelophylax spp.;2015;1;367848;6792336
Pelophylax spp.;2015;1;367848;6792336
Pelophylax spp.;2015;1;367848;6792336
Pelophylax spp.;2015;1;164442;6782555
Rana dalmatina;2015;1;369872;6786550
Rana dalmatina;2015;1;367848;6792336
Rana temporaria;2015;1;164442;6782555
Lissotriton helveticus;2015;1;355806;6777433
Lissotriton helveticus;2015;1;354093;6772626
Pelophylax spp.;2015;1;354795;6776373
Pelophylax spp.;2015;1;354554;6775068
Pelophylax spp.;2015;1;354263;6774967
Pelophylax spp.;2015;1;354093;6772626
Rana dalmatina;2015;1;355735;6777103
Rana dalmatina;2015;1;354094;6772627
Salamandra salamandra;2015;1;232798;6876128
Hyla arborea;2015;1;360803;6786997
Lissotriton helveticus;2015;1;360803;6786997
Pelophylax spp.;2015;1;364253;6781716
Pelophylax spp.;2015;1;360803;6786997
Rana dalmatina;2015;1;360803;6786997
Rana dalmatina;2015;1;232673;6873678
Rana temporaria;2015;1;232673;6873678
Salamandra salamandra;2015;1;232673;6873678
Lissotriton helveticus;2015;1;222098;6764008
Salamandra salamandra;2015;1;138889;6797381
Triturus marmoratus;2015;1;175916;6835512
Pelophylax spp.;2015;1;356414;6814592
Pelophylax spp.;2015;1;194583;6777926
Pelophylax spp.;2015;1;300364;6805334
Salamandra salamandra;2015;1;314774;6842958
Hyla arborea;2015;1;280206;6740345
Pelophylax spp.;2015;1;244512;6746881
Pelophylax spp.;2015;1;266557;6845704
Pelophylax spp.;2015;1;280206;6740345
Rana dalmatina;2015;1;244763;6746752
Rana dalmatina;2015;1;271057;6746995
Rana temporaria;2015;1;366714;6832476
Bufo spinosus;2015;1;294462;6847984
Hyla arborea;2015;1;373150;6780077
Lissotriton helveticus;2015;1;373150;6780077
Lissotriton helveticus;2015;1;367301;6780681
Lissotriton helveticus;2015;1;366538;6780952
Pelodytes punctatus;2015;1;256545;6709689
Pelophylax spp.;2015;1;373150;6780077
Pelophylax spp.;2015;1;372775;6779973
Pelophylax spp.;2015;1;367243;6780876
Pelophylax spp.;2015;1;367301;6780681
Pelophylax spp.;2015;1;367220;6780572
Pelophylax spp.;2015;1;367001;6780830
Pelophylax spp.;2015;1;366538;6780952
Rana dalmatina;2015;1;373150;6780077
Salamandra salamandra;2015;1;244084;6797133
Bufo spinosus;2015;1;351384;6800527
Bufo spinosus;2015;1;228924;6854745
Hyla arborea;2015;1;347979;6761688
Hyla arborea;2015;1;348153;6761555
Lissotriton helveticus;2015;1;351384;6800527
Lissotriton helveticus;2015;1;347832;6761646
Lissotriton helveticus;2015;1;347979;6761688
Pelophylax spp.;2015;1;351384;6800527
Pelophylax spp.;2015;1;352014;6799563
Pelophylax spp.;2015;1;351541;6803877
Pelophylax spp.;2015;1;176334;6858990
Pelophylax spp.;2015;1;347832;6761646
Pelophylax spp.;2015;1;348153;6761555
Rana dalmatina;2015;1;351384;6800527
Rana dalmatina;2015;1;347832;6761646
Salamandra salamandra;2015;1;358450;6797068
Triturus marmoratus;2015;1;347832;6761646
Triturus marmoratus;2015;1;347979;6761688
Alytes obstetricans;2015;1;347832;6761646
Lissotriton helveticus;2015;1;232738;6875969
Pelophylax spp.;2015;1;314964;6782327
Pelophylax spp.;2015;1;315073;6782240
Pelophylax spp.;2015;1;315050;6782187
Rana temporaria;2015;1;237532;6868867
Salamandra salamandra;2015;1;232738;6875969
Bufo spinosus;2015;1;154822;6862596
Bufo spinosus;2015;1;133734;6857292
Bufo spinosus;2015;1;233018;6756158
Hyla arborea;2015;1;199977;6864407
Pelophylax spp.;2015;1;206267;6838493
Bufo spinosus;2015;1;184726;6823810
Rana temporaria;2015;1;185579;6823900
Triturus marmoratus;2015;1;356174;6836940
Hyla arborea;2015;1;135841;6796009
Pelophylax spp.;2015;1;235928;6747961
Pelophylax spp.;2015;1;236499;6747670
Pelophylax spp.;2015;1;236484;6747651
Pelophylax spp.;2015;1;235733;6748025
Pelophylax spp.;2015;1;149501;6783905
Pelophylax spp.;2015;1;151066;6780592
Pelophylax spp.;2015;1;151332;6772370
Rana temporaria;2015;1;220535;6805887
Rana temporaria;2015;1;223206;6801010
Alytes obstetricans;2015;1;175875;6827694
Rana dalmatina;2015;1;217375;6849511
Lissotriton helveticus;2015;1;356934;6781582
Lissotriton helveticus;2015;1;201939;6838226
Pelophylax spp.;2015;1;201058;6777088
Pelophylax spp.;2015;1;260910;6751220
Salamandra salamandra;2015;1;356934;6781582
Salamandra salamandra;2015;1;356934;6781582
Bufo spinosus;2015;1;370026;6776843
Pelodytes punctatus;2015;1;278424;6833959
Bufo spinosus;2015;1;240599;6877337
Lissotriton helveticus;2015;1;202475;6773377
Pelophylax spp.;2015;1;202475;6773377
Rana temporaria;2015;1;356174;6836940
Alytes obstetricans;2015;1;201939;6838226
Rana temporaria;2015;1;196122;6829580
Salamandra salamandra;2015;1;196122;6829580
Salamandra salamandra;2015;1;201939;6838226
Bufo spinosus;2015;1;150996;6842800
Lissotriton helveticus;2015;1;202111;6838514
Lissotriton helveticus;2015;1;201939;6838226
Rana temporaria;2015;1;171814;6828483
Rana temporaria;2015;1;220154;6805452
Alytes obstetricans;2015;1;150996;6842800
Lissotriton helveticus;2015;1;194790;6837019
Pelophylax spp.;2015;1;175240;6773721
Salamandra salamandra;2015;1;222140;6763974
Lissotriton helveticus;2015;1;218419;6808984
Lissotriton helveticus;2015;1;218419;6808984
Lissotriton helveticus;2015;1;201939;6838226
Bufo spinosus;2015;1;210320;6829468
Pelophylax spp.;2015;1;171615;6776524
Rana temporaria;2015;1;210320;6829468
Triturus marmoratus;2015;1;160329;6840039
Bufo spinosus;2015;1;314730;6767585
Bufo spinosus;2015;1;316208;6843185
Lissotriton helveticus;2015;1;184884;6781272
Rana temporaria;2015;1;154256;6834002
Rana temporaria;2015;1;184884;6781272
Salamandra salamandra;2015;1;184884;6781272
Salamandra salamandra;2015;1;316208;6843185
Salamandra salamandra;2015;1;362529;6799405
Triturus marmoratus;2015;1;314730;6767585
Lissotriton helveticus;2015;1;265866;6813488
Salamandra salamandra;2015;1;265866;6813488
Bufo spinosus;2015;1;187976;6827278
Bufo spinosus;2015;1;287975;6778756
Bufo spinosus;2015;1;230185;6873697
Lissotriton helveticus;2015;1;187976;6827278
Lissotriton helveticus;2015;1;230185;6873697
Salamandra salamandra;2015;1;244121;6797081
Bufo spinosus;2015;1;262985;6747751
Pelophylax spp.;2015;1;159938;6778721
Rana dalmatina;2015;1;261455;6750974
Salamandra salamandra;2015;1;310298;6779930
Bufo spinosus;2015;1;322777;6774297
Bufo spinosus;2015;1;350364;6797892
Pelophylax spp.;2015;1;139311;6838918
Pelophylax spp.;2015;1;139453;6838648
Pelophylax spp.;2015;1;139990;6838055
Pelophylax spp.;2015;1;139838;6837876
Pelophylax spp.;2015;1;139781;6837595
Bufo spinosus;2015;1;201915;6838232
Hyla arborea;2015;1;199977;6864407
Lissotriton helveticus;2015;1;201915;6838232
Lissotriton helveticus;2015;1;201795;6838433
Pelodytes punctatus;2015;1;378513;6757405
Pelodytes punctatus;2015;1;378894;6757604
Pelophylax spp.;2015;1;236893;6742061
Rana dalmatina;2015;1;170150;6806556
Salamandra salamandra;2015;1;201795;6838433
Bufo spinosus;2015;1;345302;6760303
Hyla arborea;2015;1;335639;6771557
Hyla arborea;2015;1;345736;6760521
Hyla arborea;2015;1;326256;6793209
Hyla arborea;2015;1;160928;6856775
Lissotriton helveticus;2015;1;345757;6760555
Pelophylax spp.;2015;1;345736;6760521
Pelophylax spp.;2015;1;326919;6786520
Rana dalmatina;2015;1;345757;6760555
Salamandra salamandra;2015;1;345796;6760611
Bufo spinosus;2015;1;204068;6815371
Bufo spinosus;2015;1;338719;6765145
Hyla arborea;2015;1;338724;6765206
Hyla arborea;2015;1;338157;6765301
Hyla arborea;2015;1;337462;6765499
Hyla arborea;2015;1;338124;6765034
Pelophylax spp.;2015;1;156527;6780025
Hyla arborea;2015;1;353146;6757806
Hyla arborea;2015;1;352267;6758336
Pelophylax spp.;2015;1;186329;6768875
Pelophylax spp.;2015;1;196460;6857325
Pelophylax spp.;2015;1;186626;6768220
Lissotriton helveticus;2015;1;316297;6843655
Pelodytes punctatus;2015;1;243067;6736715
Rana temporaria;2015;1;331777;6820184
Epidalea calamita;2015;1;283001;6839317
Hyla arborea;2015;1;271745;6726769
Hyla arborea;2015;1;270675;6727134
Hyla arborea;2015;1;249832;6738818
Pelodytes punctatus;2015;1;243077;6736753
Pelodytes punctatus;2015;1;283001;6839317
Triturus marmoratus;2015;1;136307;6843155
Pelophylax spp.;2015;1;269158;6727670
Ichthyosaura alpestris;2015;1;350301;6797802
Lissotriton helveticus;2015;1;193748;6802346
Lissotriton helveticus;2015;1;350301;6797802
Pelophylax spp.;2015;1;350301;6797802
Pelophylax spp.;2015;1;271745;6726769
Rana temporaria;2015;1;202067;6828393
Triturus marmoratus;2015;1;376357;6824508
Hyla arborea;2015;1;236484;6747651
Hyla arborea;2015;1;236049;6747495
Lissotriton helveticus;2015;1;236049;6747495
Pelophylax spp.;2015;1;236484;6747651
Pelophylax spp.;2015;1;236049;6747495
Rana dalmatina;2015;1;236484;6747651
Rana dalmatina;2015;1;235986;6747482
Lissotriton helveticus;2015;1;310298;6779930
Pelophylax spp.;2015;1;367660;6789164
Pelophylax spp.;2015;1;241387;6750627
Salamandra salamandra;2015;1;310298;6779930
Triturus marmoratus;2015;1;310298;6779930
Triturus marmoratus;2015;1;371635;6805469
Epidalea calamita;2015;1;256217;6710053
Ichthyosaura alpestris;2015;1;371610;6805455
Lissotriton helveticus;2015;1;371610;6805455
Pelophylax spp.;2015;1;331790;6793301
Pelophylax spp.;2015;1;371610;6805455
Rana dalmatina;2015;1;371610;6805455
Bufo spinosus;2015;1;246531;6869394
Hyla arborea;2015;1;346253;6753047
Hyla arborea;2015;1;346705;6752596
Lissotriton helveticus;2015;1;246531;6869394
Lissotriton helveticus;2015;1;342250;6750790
Lissotriton helveticus;2015;1;346705;6752596
Pelodytes punctatus;2015;1;283001;6839317
Pelophylax spp.;2015;1;174173;6866254
Pelophylax spp.;2015;1;156527;6780025
Pelophylax spp.;2015;1;346705;6752596
Rana dalmatina;2015;1;342250;6750790
Rana dalmatina;2015;1;346705;6752596
Salamandra salamandra;2015;1;243621;6751003
Salamandra salamandra;2015;1;342250;6750790
Salamandra salamandra;2015;1;132193;6833903
Triturus marmoratus;2015;1;342250;6750790
Triturus marmoratus;2015;1;346696;6752613
Alytes obstetricans;2015;1;346716;6752642
Hyla arborea;2015;1;150795;6780667
Bufo spinosus;2015;1;247756;6847798
Hyla arborea;2015;1;355849;6755482
Hyla arborea;2015;1;355875;6754165
Lissotriton helveticus;2015;1;356071;6755439
Pelophylax spp.;2015;1;289070;6723723
Pelophylax spp.;2015;1;186905;6768008
Pelophylax spp.;2015;1;356071;6755439
Pelophylax spp.;2015;1;139377;6838929
Rana dalmatina;2015;1;348375;6786641
Salamandra salamandra;2015;1;356071;6755439
Hyla arborea;2015;1;348728;6786468
Hyla arborea;2015;1;348940;6786699
Hyla arborea;2015;1;349131;6786549
Hyla arborea;2015;1;348692;6786257
Hyla arborea;2015;1;348492;6786286
Hyla arborea;2015;1;348773;6786304
Lissotriton helveticus;2015;1;202086;6838255
Pelophylax spp.;2015;1;175532;6782452
Pelophylax spp.;2015;1;315026;6782187
Rana dalmatina;2015;1;348487;6786308
Salamandra salamandra;2015;1;168643;6823140
Lissotriton helveticus;2015;1;246531;6869394
Lissotriton helveticus;2015;1;234987;6874693
Pelophylax spp.;2015;1;235799;6743506
Rana dalmatina;2015;1;315068;6782013
Rana dalmatina;2015;1;236200;6743487
Rana dalmatina;2015;1;287608;6720557
Rana dalmatina;2015;1;287608;6720564
Rana dalmatina;2015;1;287653;6720388
Rana dalmatina;2015;1;287688;6720336
Salamandra salamandra;2015;1;170423;6783353
Salamandra salamandra;2015;1;246531;6869394
Salamandra salamandra;2015;1;234987;6874693
Epidalea calamita;2015;1;283001;6839317
Lissotriton helveticus;2015;1;201798;6838434
Pelophylax spp.;2015;1;240351;6743330
Pelophylax spp.;2015;1;315037;6782188
Salamandra salamandra;2015;1;201798;6838434
Pelophylax spp.;2015;1;315048;6782207
Pelophylax spp.;2015;1;315033;6782141
Pelophylax spp.;2015;1;150901;6780017
Pelophylax spp.;2015;1;150243;6781096
Pelophylax spp.;2015;1;152391;6780900
Rana dalmatina;2015;1;314952;6782143
Bufo spinosus;2015;1;262691;6774350
Lissotriton helveticus;2015;1;201786;6838395
Pelophylax spp.;2015;1;139453;6838648
Pelophylax spp.;2015;1;139377;6838929
Pelophylax spp.;2015;1;140458;6837232
Pelophylax spp.;2015;1;223173;6763273
Pelophylax spp.;2015;1;262881;6774867
Pelophylax spp.;2015;1;262506;6773969
Pelophylax spp.;2015;1;241596;6756920
Pelophylax spp.;2015;1;269158;6727670
Rana dalmatina;2015;1;345369;6812270
Rana dalmatina;2015;1;285061;6765757
Rana temporaria;2015;1;262691;6774350
Triturus marmoratus;2015;1;187533;6828537
Bufo spinosus;2015;1;234500;6875344
Bufo spinosus;2015;1;136307;6843155
Rana dalmatina;2015;1;264115;6746705
Rana dalmatina;2015;1;264027;6745735
Rana dalmatina;2015;1;263909;6745950
Hyla arborea;2015;1;348729;6786476
Hyla arborea;2015;1;348674;6786259
Hyla arborea;2015;1;348906;6786564
Hyla arborea;2015;1;348822;6786724
Rana dalmatina;2015;1;314970;6782071
Salamandra salamandra;2015;1;145263;6851467
Alytes obstetricans;2015;1;243808;6751357
Bufo spinosus;2015;1;300334;6758421
Bufo spinosus;2015;1;240599;6877337
Hyla arborea;2015;1;333429;6773510
Hyla arborea;2015;1;333852;6774601
Hyla arborea;2015;1;333777;6774020
Hyla arborea;2015;1;333988;6774819
Hyla arborea;2015;1;348894;6786552
Hyla arborea;2015;1;348775;6786297
Ichthyosaura alpestris;2015;1;359555;6796008
Ichthyosaura alpestris;2015;1;263873;6816446
Lissotriton helveticus;2015;1;263873;6816446
Lissotriton helveticus;2015;1;240599;6877337
Pelophylax spp.;2015;1;300334;6758421
Pelophylax spp.;2015;1;186626;6768220
Pelophylax spp.;2015;1;139870;6838030
Pelophylax spp.;2015;1;353377;6786710
Pelophylax spp.;2015;1;353386;6786829
Pelophylax spp.;2015;1;263873;6816446
Pelophylax spp.;2015;1;163497;6862257
Pelophylax spp.;2015;1;139870;6838030
Rana dalmatina;2015;1;300231;6758485
Rana dalmatina;2015;1;270378;6740584
Salamandra salamandra;2015;1;184884;6781272
Salamandra salamandra;2015;1;240599;6877337
Bufo spinosus;2015;1;175078;6781110
Bufo spinosus;2015;1;377360;6791275
Hyla arborea;2015;1;271066;6740543
Hyla arborea;2015;1;271142;6740407
Hyla arborea;2015;1;270872;6740006
Hyla arborea;2015;1;270927;6739920
Hyla arborea;2015;1;338933;6755884
Hyla arborea;2015;1;282663;6732079
Hyla arborea;2015;1;281752;6729483
Ichthyosaura alpestris;2015;1;315332;6782564
Ichthyosaura alpestris;2015;1;315397;6782463
Lissotriton helveticus;2015;1;229532;6844795
Lissotriton helveticus;2015;1;314111;6782594
Lissotriton helveticus;2015;1;315332;6782564
Lissotriton helveticus;2015;1;315397;6782463
Lissotriton helveticus;2015;1;314147;6782770
Lissotriton helveticus;2015;1;149466;6837502
Pelodytes punctatus;2015;1;165308;6863320
Pelophylax spp.;2015;1;271142;6740407
Pelophylax spp.;2015;1;270930;6739910
Pelophylax spp.;2015;1;316848;6778969
Pelophylax spp.;2015;1;149466;6837502
Pelophylax spp.;2015;1;282663;6732079
Pelophylax spp.;2015;1;281752;6729483
Pelophylax spp.;2015;1;316706;6779088
Rana dalmatina;2015;1;314424;6782826
Rana dalmatina;2015;1;315332;6782564
Rana dalmatina;2015;1;232954;6780703
Rana dalmatina;2015;1;314467;6782589
Rana dalmatina;2015;1;315397;6782463
Salamandra salamandra;2015;1;344866;6760123
Salamandra salamandra;2015;1;322783;6848127
Triturus marmoratus;2015;1;315332;6782564
Triturus marmoratus;2015;1;315397;6782463
Bufo spinosus;2015;1;191041;6784857
Hyla arborea;2015;1;333951;6759850
Hyla arborea;2015;1;333366;6759694
Hyla arborea;2015;1;336727;6759303
Hyla arborea;2015;1;336670;6759161
Hyla arborea;2015;1;338571;6759014
Lissotriton helveticus;2015;1;333951;6759850
Pelophylax spp.;2015;1;186905;6768008
Pelophylax spp.;2015;1;191041;6784857
Pelophylax spp.;2015;1;333366;6759694
Pelophylax spp.;2015;1;326919;6786520
Rana dalmatina;2015;1;333392;6759611
Triturus marmoratus;2015;1;238319;6749143
Triturus marmoratus;2015;1;333951;6759850
Triturus marmoratus;2015;1;336727;6759303
Epidalea calamita;2015;1;135297;6857336
Hyla arborea;2015;1;238847;6744508
Lissotriton helveticus;2015;1;177682;6827946
Pelophylax spp.;2015;1;197156;6773631
Hyla arborea;2015;1;335945;6775391
Hyla arborea;2015;1;151373;6772081
Hyla arborea;2015;1;150653;6772361
Hyla arborea;2015;1;149573;6771329
Hyla arborea;2015;1;369829;6775330
Hyla arborea;2015;1;344497;6761355
Hyla arborea;2015;1;345200;6760408
Ichthyosaura alpestris;2015;1;335191;6774701
Lissotriton helveticus;2015;1;335776;6776158
Lissotriton helveticus;2015;1;335656;6777442
Lissotriton helveticus;2015;1;335191;6774701
Lissotriton helveticus;2015;1;382338;6751891
Lissotriton helveticus;2015;1;381833;6751391
Lissotriton helveticus;2015;1;381635;6751933
Pelodytes punctatus;2015;1;378507;6757404
Pelophylax spp.;2015;1;335656;6777442
Pelophylax spp.;2015;1;149466;6837502
Rana dalmatina;2015;1;335776;6776158
Rana dalmatina;2015;1;335945;6775391
Rana dalmatina;2015;1;335191;6774701
Rana dalmatina;2015;1;389288;6807157
Rana dalmatina;2015;1;345369;6812270
Rana dalmatina;2015;1;344497;6761355
Rana temporaria;2015;1;381814;6752512
Rana temporaria;2015;1;381993;6752710
Rana temporaria;2015;1;382445;6752860
Rana temporaria;2015;1;382497;6751635
Rana temporaria;2015;1;382415;6751448
Rana temporaria;2015;1;382338;6751891
Rana temporaria;2015;1;382103;6751302
Rana temporaria;2015;1;381829;6751198
Rana temporaria;2015;1;381764;6751236
Rana temporaria;2015;1;381672;6751605
Rana temporaria;2015;1;381560;6751924
Rana temporaria;2015;1;381046;6752288
Salamandra salamandra;2015;1;335656;6777442
Salamandra salamandra;2015;1;335191;6774701
Salamandra salamandra;2015;1;244118;6797120
Salamandra salamandra;2015;1;382338;6751891
Salamandra salamandra;2015;1;382103;6751302
Salamandra salamandra;2015;1;381635;6751933
Triturus marmoratus;2015;1;335776;6776158
Triturus marmoratus;2015;1;335656;6777442
Triturus marmoratus;2015;1;335191;6774701
Triturus marmoratus;2015;1;344497;6761355
Alytes obstetricans;2015;1;345200;6760408
Bufo spinosus;2015;1;281069;6738648
Hyla arborea;2015;1;273717;6728043
Hyla arborea;2015;1;273872;6728147
Lissotriton helveticus;2015;1;206236;6838504
Lissotriton helveticus;2015;1;185834;6831409
Pelodytes punctatus;2015;1;160180;6808678
Pelodytes punctatus;2015;1;287166;6728047
Pelophylax spp.;2015;1;163564;6862353
Rana dalmatina;2015;1;281069;6738648
Rana dalmatina;2015;1;286240;6811810
Salamandra salamandra;2015;1;263417;6774113
Triturus marmoratus;2015;1;315046;6782001
Salamandra salamandra;2015;1;234500;6875344
Epidalea calamita;2015;1;283001;6839317
Epidalea calamita;2015;1;261144;6879290
Epidalea calamita;2015;1;260789;6879165
Epidalea calamita;2015;1;260413;6878875
Epidalea calamita;2015;1;259922;6877481
Lissotriton helveticus;2015;1;259922;6877481
Pelophylax spp.;2015;1;224534;6847216
Pelophylax spp.;2015;1;174440;6866700
Pelophylax spp.;2015;1;283001;6839317
Rana dalmatina;2015;1;199768;6796298
Salamandra salamandra;2015;1;259922;6877481
Bufo spinosus;2015;1;164411;6782564
Bufo spinosus;2015;1;151502;6838382
Epidalea calamita;2015;1;159197;6768638
Epidalea calamita;2015;1;158777;6768570
